部位,ICD-10,性別,診断年,粗率,0-4歳,5-9歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85歳以上
膀胱,C67,男,1980,8.6 ,0.0 ,0.3 ,0.0 ,0.3 ,0.6 ,0.5 ,1.1 ,2.6 ,2.3 ,3.7 ,10.6 ,16.2 ,31.8 ,41.8 ,70.4 ,81.7 ,118.0 ,130.8 
膀胱,C67,男,1981,8.8 ,0.0 ,0.3 ,0.1 ,0.3 ,0.6 ,0.5 ,0.9 ,2.8 ,2.6 ,4.2 ,10.2 ,21.0 ,28.0 ,46.2 ,64.1 ,77.9 ,120.4 ,97.3 
膀胱,C67,男,1982,8.7 ,0.0 ,0.0 ,0.2 ,0.1 ,0.4 ,0.9 ,0.7 ,2.0 ,2.2 ,5.1 ,11.1 ,20.8 ,25.3 ,45.7 ,61.3 ,76.9 ,109.3 ,93.0 
膀胱,C67,男,1983,9.4 ,0.0 ,0.0 ,0.2 ,0.2 ,0.1 ,0.8 ,0.6 ,1.4 ,2.1 ,5.5 ,9.9 ,22.0 ,30.0 ,48.5 ,60.6 ,92.1 ,106.8 ,99.5 
膀胱,C67,男,1984,9.5 ,0.0 ,0.0 ,0.1 ,0.2 ,0.1 ,0.7 ,0.8 ,1.8 ,2.6 ,5.6 ,7.9 ,17.7 ,33.1 ,46.0 ,66.6 ,93.4 ,102.7 ,98.7 
膀胱,C67,男,1985,9.5 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.3 ,1.0 ,2.0 ,2.0 ,4.8 ,7.2 ,17.9 ,31.3 ,42.2 ,64.6 ,88.6 ,108.6 ,123.4 
膀胱,C67,男,1986,9.7 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.3 ,0.9 ,2.0 ,2.5 ,4.6 ,7.7 ,17.7 ,29.7 ,41.7 ,64.9 ,90.3 ,110.2 ,122.0 
膀胱,C67,男,1987,9.7 ,0.0 ,0.1 ,0.0 ,0.1 ,0.2 ,0.3 ,0.6 ,1.6 ,2.3 ,4.2 ,7.9 ,18.3 ,27.6 ,39.0 ,61.1 ,87.2 ,110.6 ,135.5 
膀胱,C67,男,1988,10.4 ,0.0 ,0.1 ,0.0 ,0.0 ,0.2 ,0.3 ,0.6 ,2.1 ,3.0 ,4.3 ,8.9 ,17.6 ,28.6 ,40.2 ,63.0 ,87.1 ,119.5 ,155.1 
膀胱,C67,男,1989,11.2 ,0.0 ,0.1 ,0.0 ,0.0 ,0.2 ,0.2 ,0.5 ,2.2 ,2.7 ,5.0 ,9.0 ,18.3 ,28.9 ,47.9 ,64.1 ,94.6 ,116.0 ,157.8 
膀胱,C67,男,1990,12.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.6 ,1.2 ,2.1 ,3.6 ,5.1 ,8.8 ,18.0 ,31.9 ,46.7 ,74.0 ,95.8 ,113.7 ,155.7 
膀胱,C67,男,1991,12.3 ,0.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.6 ,1.2 ,1.4 ,3.8 ,5.1 ,8.0 ,17.3 ,32.4 ,49.2 ,70.3 ,99.0 ,111.3 ,137.0 
膀胱,C67,男,1992,12.5 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.4 ,1.3 ,1.3 ,3.6 ,4.6 ,8.9 ,16.1 ,30.5 ,48.2 ,69.6 ,100.2 ,118.6 ,144.6 
膀胱,C67,男,1993,12.5 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.3 ,1.1 ,1.3 ,3.4 ,5.3 ,8.7 ,15.8 ,29.7 ,48.8 ,64.6 ,95.1 ,115.2 ,135.9 
膀胱,C67,男,1994,13.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.5 ,1.0 ,1.4 ,2.6 ,4.4 ,9.4 ,15.7 ,28.5 ,49.8 ,67.3 ,98.3 ,126.8 ,141.8 
膀胱,C67,男,1995,14.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.6 ,0.6 ,1.8 ,3.1 ,6.8 ,9.2 ,16.5 ,29.8 ,50.0 ,75.9 ,97.7 ,135.4 ,162.2 
膀胱,C67,男,1996,14.9 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,0.7 ,0.5 ,1.5 ,2.6 ,6.6 ,9.2 ,15.3 ,29.6 ,47.1 ,78.4 ,95.2 ,145.4 ,180.8 
膀胱,C67,男,1997,15.5 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 ,0.6 ,0.9 ,1.7 ,2.8 ,6.4 ,9.2 ,15.0 ,27.9 ,49.6 ,81.2 ,98.8 ,137.0 ,189.7 
膀胱,C67,男,1998,15.6 ,0.1 ,0.0 ,0.0 ,0.1 ,0.0 ,0.4 ,0.8 ,1.3 ,2.6 ,5.1 ,8.5 ,14.0 ,27.1 ,51.0 ,80.2 ,94.2 ,137.9 ,188.6 
膀胱,C67,男,1999,17.3 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.9 ,1.4 ,2.6 ,5.4 ,9.6 ,17.1 ,26.4 ,54.4 ,86.0 ,110.5 ,146.8 ,186.1 
膀胱,C67,男,2000,16.3 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.5 ,1.3 ,2.2 ,5.5 ,9.6 ,16.3 ,26.7 ,44.0 ,74.8 ,105.2 ,134.4 ,166.6 
膀胱,C67,男,2001,19.4 ,0.2 ,0.0 ,0.0 ,0.1 ,0.0 ,0.5 ,0.4 ,1.2 ,3.2 ,6.7 ,14.0 ,20.3 ,32.1 ,52.7 ,82.4 ,125.2 ,132.1 ,165.8 
膀胱,C67,男,2002,19.4 ,0.2 ,0.0 ,0.0 ,0.1 ,0.0 ,0.4 ,0.4 ,1.6 ,3.0 ,6.7 ,12.9 ,20.8 ,31.1 ,49.4 ,81.1 ,111.6 ,134.5 ,180.1 
膀胱,C67,男,2003,20.3 ,0.2 ,0.0 ,0.0 ,0.3 ,0.1 ,0.5 ,0.7 ,2.4 ,2.3 ,5.8 ,12.9 ,19.1 ,29.7 ,44.0 ,90.5 ,110.9 ,146.3 ,196.4 
膀胱,C67,男,2004,19.3 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.4 ,0.5 ,1.1 ,2.4 ,6.5 ,13.6 ,18.6 ,27.9 ,38.5 ,75.4 ,105.8 ,147.6 ,174.9 
膀胱,C67,男,2005,20.2 ,0.2 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.9 ,1.1 ,4.6 ,6.6 ,9.2 ,20.7 ,31.0 ,42.5 ,75.0 ,109.1 ,138.0 ,171.9 
膀胱,C67,男,2006,20.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.6 ,0.2 ,0.2 ,0.5 ,2.6 ,6.6 ,8.8 ,19.7 ,30.6 ,40.9 ,66.7 ,106.0 ,142.0 ,170.5 
膀胱,C67,男,2007,21.3 ,0.0 ,0.0 ,0.0 ,0.0 ,0.5 ,0.4 ,0.4 ,1.2 ,1.6 ,5.4 ,8.4 ,18.6 ,31.2 ,49.6 ,70.4 ,103.4 ,134.6 ,196.0 
膀胱,C67,男,2008,22.4 ,0.4 ,0.1 ,0.0 ,0.0 ,0.3 ,0.2 ,0.1 ,1.4 ,2.2 ,4.5 ,10.5 ,20.5 ,34.5 ,40.5 ,69.4 ,106.5 ,148.6 ,204.8 
膀胱,C67,男,2009,23.1 ,0.0 ,0.0 ,0.0 ,0.2 ,0.2 ,0.2 ,0.3 ,1.0 ,2.1 ,5.0 ,9.3 ,16.3 ,32.1 ,46.8 ,67.4 ,107.9 ,154.4 ,204.6 
膀胱,C67,男,2010,23.6 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 ,0.1 ,0.4 ,1.0 ,2.1 ,5.0 ,8.3 ,20.9 ,31.7 ,48.3 ,65.4 ,105.2 ,156.5 ,212.1 
膀胱,C67,男,2011,24.7 ,0.0 ,0.0 ,0.0 ,0.3 ,0.0 ,0.0 ,0.7 ,0.6 ,2.1 ,4.6 ,9.3 ,18.3 ,33.3 ,48.8 ,75.1 ,98.1 ,156.3 ,211.6 
膀胱,C67,女,1975,1.8 ,0.1 ,0.2 ,0.2 ,0.2 ,0.2 ,0.1 ,0.2 ,0.3 ,0.4 ,0.6 ,1.9 ,3.1 ,4.2 ,8.3 ,12.3 ,18.4 ,16.6 ,24.2 
膀胱,C67,女,1976,1.9 ,0.1 ,0.1 ,0.2 ,0.2 ,0.3 ,0.1 ,0.1 ,0.3 ,0.6 ,0.5 ,1.6 ,3.3 ,4.2 ,8.7 ,9.7 ,23.1 ,21.8 ,32.2 
膀胱,C67,女,1977,1.8 ,0.1 ,0.1 ,0.1 ,0.2 ,0.2 ,0.1 ,0.2 ,0.3 ,0.5 ,0.8 ,1.9 ,2.9 ,3.8 ,7.3 ,10.5 ,18.8 ,23.5 ,22.8 
膀胱,C67,女,1978,2.0 ,0.1 ,0.1 ,0.1 ,0.1 ,0.2 ,0.2 ,0.1 ,0.4 ,0.3 ,0.9 ,1.2 ,2.2 ,4.3 ,8.6 ,14.5 ,16.4 ,26.5 ,25.6 
膀胱,C67,女,1979,1.9 ,0.1 ,0.1 ,0.1 ,0.1 ,0.1 ,0.2 ,0.2 ,0.4 ,0.3 ,1.0 ,1.4 ,2.3 ,4.9 ,7.4 ,15.8 ,14.8 ,22.5 ,18.1 
膀胱,C67,女,1980,2.7 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.3 ,0.7 ,0.5 ,0.6 ,2.4 ,1.8 ,6.5 ,12.8 ,22.8 ,24.6 ,23.1 ,26.3 
膀胱,C67,女,1981,2.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.4 ,0.5 ,0.5 ,2.3 ,2.4 ,5.0 ,11.8 ,18.4 ,20.9 ,22.2 ,25.5 
膀胱,C67,女,1982,2.8 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.3 ,0.2 ,0.4 ,0.4 ,2.4 ,2.8 ,4.5 ,15.2 ,18.1 ,22.3 ,23.3 ,37.5 
膀胱,C67,女,1983,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.4 ,0.2 ,1.0 ,0.7 ,2.8 ,3.0 ,6.1 ,13.4 ,16.3 ,22.5 ,29.1 ,35.3 
膀胱,C67,女,1984,2.8 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.5 ,0.1 ,0.8 ,0.7 ,2.9 ,2.0 ,6.1 ,10.9 ,13.5 ,22.3 ,26.6 ,36.9 
膀胱,C67,女,1985,3.4 ,0.1 ,0.0 ,0.0 ,0.1 ,0.3 ,0.0 ,0.5 ,0.3 ,0.4 ,0.8 ,2.8 ,2.6 ,7.0 ,10.0 ,16.7 ,28.5 ,34.7 ,41.9 
膀胱,C67,女,1986,3.1 ,0.1 ,0.0 ,0.0 ,0.2 ,0.2 ,0.0 ,0.2 ,0.2 ,0.2 ,0.7 ,2.4 ,3.3 ,5.3 ,9.7 ,16.6 ,23.3 ,30.6 ,41.2 
膀胱,C67,女,1987,3.2 ,0.0 ,0.0 ,0.0 ,0.2 ,0.0 ,0.0 ,0.1 ,0.2 ,0.4 ,0.9 ,1.9 ,3.3 ,4.3 ,9.3 ,15.7 ,23.3 ,33.2 ,40.2 
膀胱,C67,女,1988,3.3 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.2 ,0.1 ,0.5 ,0.9 ,2.2 ,3.8 ,4.6 ,9.5 ,15.7 ,20.3 ,35.4 ,40.8 
膀胱,C67,女,1989,3.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.3 ,0.4 ,0.6 ,1.1 ,1.7 ,3.3 ,5.7 ,8.5 ,15.9 ,20.8 ,36.2 ,43.6 
膀胱,C67,女,1990,3.7 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.0 ,0.4 ,0.3 ,0.7 ,1.3 ,1.8 ,4.3 ,7.0 ,9.9 ,18.4 ,22.0 ,30.7 ,36.8 
膀胱,C67,女,1991,4.3 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.3 ,0.4 ,0.9 ,1.3 ,1.6 ,4.8 ,7.8 ,10.3 ,20.3 ,26.0 ,31.5 ,42.6 
膀胱,C67,女,1992,4.2 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,0.2 ,0.8 ,1.1 ,1.6 ,4.3 ,7.4 ,10.1 ,18.9 ,25.8 ,29.0 ,41.6 
膀胱,C67,女,1993,4.1 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.1 ,0.4 ,0.6 ,0.9 ,1.6 ,4.1 ,6.2 ,10.3 ,16.0 ,24.1 ,35.4 ,39.9 
膀胱,C67,女,1994,4.1 ,0.2 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.1 ,0.3 ,0.4 ,1.1 ,1.6 ,3.7 ,5.1 ,10.1 ,14.2 ,22.9 ,37.4 ,37.6 
膀胱,C67,女,1995,4.7 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.1 ,0.3 ,0.3 ,0.6 ,1.3 ,2.0 ,3.7 ,5.9 ,10.3 ,15.7 ,24.0 ,38.7 ,49.2 
膀胱,C67,女,1996,4.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.3 ,0.2 ,0.5 ,1.2 ,2.0 ,3.8 ,5.2 ,9.5 ,14.8 ,22.8 ,34.0 ,49.6 
膀胱,C67,女,1997,4.8 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.4 ,0.3 ,0.9 ,0.9 ,2.0 ,4.3 ,5.3 ,9.3 ,14.3 ,25.7 ,35.3 ,50.6 
膀胱,C67,女,1998,5.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.0 ,0.3 ,0.3 ,0.8 ,1.0 ,2.2 ,4.2 ,5.8 ,9.4 ,15.5 ,24.4 ,32.6 ,48.6 
膀胱,C67,女,1999,5.6 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.0 ,0.6 ,0.3 ,1.1 ,0.9 ,2.6 ,4.0 ,6.6 ,11.4 ,17.5 ,26.1 ,34.9 ,50.1 
膀胱,C67,女,2000,5.5 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.1 ,0.4 ,0.2 ,0.7 ,1.0 ,2.9 ,3.0 ,6.0 ,11.0 ,16.8 ,23.8 ,32.5 ,52.3 
膀胱,C67,女,2001,6.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,0.4 ,0.2 ,0.8 ,0.9 ,3.1 ,2.8 ,7.0 ,12.5 ,18.2 ,26.3 ,33.0 ,52.3 
膀胱,C67,女,2002,5.9 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,0.1 ,0.2 ,0.7 ,0.9 ,2.5 ,3.4 ,6.4 ,11.6 ,17.4 ,22.9 ,34.2 ,48.7 
膀胱,C67,女,2003,5.7 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.3 ,1.1 ,1.6 ,2.9 ,4.6 ,10.3 ,17.6 ,23.2 ,34.5 ,46.8 
膀胱,C67,女,2004,6.2 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.7 ,0.6 ,1.8 ,2.2 ,5.1 ,6.7 ,9.5 ,17.9 ,19.8 ,32.4 ,51.3 
膀胱,C67,女,2005,5.9 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.2 ,0.5 ,0.4 ,1.4 ,3.2 ,3.0 ,5.5 ,7.5 ,15.4 ,20.7 ,34.2 ,46.6 
膀胱,C67,女,2006,6.2 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.4 ,0.3 ,0.1 ,0.2 ,0.8 ,1.9 ,4.1 ,5.5 ,9.7 ,18.1 ,20.0 ,33.1 ,44.0 
膀胱,C67,女,2007,6.4 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.2 ,0.4 ,1.2 ,2.3 ,4.9 ,5.4 ,7.3 ,15.4 ,23.3 ,32.1 ,47.4 
膀胱,C67,女,2008,6.7 ,0.2 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.5 ,0.5 ,0.4 ,0.7 ,2.2 ,4.5 ,5.5 ,8.7 ,16.5 ,23.1 ,32.2 ,47.3 
膀胱,C67,女,2009,6.7 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.0 ,0.1 ,0.0 ,0.6 ,1.3 ,2.3 ,4.2 ,6.0 ,9.1 ,12.9 ,20.6 ,32.7 ,50.3 
膀胱,C67,女,2010,6.8 ,0.1 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.5 ,0.7 ,2.4 ,3.6 ,6.3 ,9.3 ,13.8 ,21.6 ,32.8 ,48.9 
膀胱,C67,女,2011,7.6 ,0.3 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.5 ,0.5 ,1.3 ,2.4 ,4.4 ,5.5 ,7.5 ,16.6 ,21.6 ,35.5 ,54.7 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1975,1.7 ,1.0 ,0.3 ,0.2 ,0.2 ,0.4 ,0.2 ,0.3 ,0.3 ,0.5 ,1.6 ,2.4 ,5.5 ,6.2 ,8.2 ,8.4 ,10.1 ,11.5 ,10.5 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1976,1.9 ,1.0 ,0.3 ,0.2 ,0.2 ,0.3 ,0.3 ,0.4 ,0.5 ,0.8 ,1.7 ,2.8 ,4.9 ,6.6 ,9.3 ,9.9 ,13.0 ,13.0 ,14.3 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1977,2.0 ,0.8 ,0.2 ,0.1 ,0.2 ,0.2 ,0.3 ,0.4 ,0.5 ,0.9 ,1.6 ,3.0 ,5.5 ,6.7 ,9.3 ,9.5 ,14.5 ,15.1 ,15.5 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1978,2.2 ,0.9 ,0.3 ,0.1 ,0.2 ,0.2 ,0.3 ,0.3 ,0.7 ,1.0 ,1.6 ,3.0 ,5.6 ,7.6 ,10.0 ,11.9 ,17.1 ,15.4 ,18.9 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1979,2.1 ,0.8 ,0.2 ,0.1 ,0.1 ,0.2 ,0.2 ,0.2 ,0.8 ,0.8 ,1.8 ,2.6 ,5.2 ,7.4 ,9.9 ,11.8 ,13.4 ,15.4 ,13.5 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1980,2.4 ,1.3 ,0.2 ,0.0 ,0.0 ,0.1 ,0.1 ,0.3 ,0.6 ,1.1 ,1.6 ,2.4 ,5.6 ,8.9 ,11.8 ,17.8 ,15.2 ,11.4 ,5.9 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1981,2.6 ,1.2 ,0.2 ,0.0 ,0.0 ,0.1 ,0.1 ,0.4 ,0.6 ,1.4 ,1.9 ,3.0 ,6.1 ,8.8 ,11.8 ,19.0 ,15.5 ,10.4 ,6.7 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1982,2.9 ,1.1 ,0.1 ,0.0 ,0.0 ,0.0 ,0.1 ,0.3 ,0.4 ,1.9 ,1.9 ,4.0 ,6.5 ,9.6 ,13.3 ,22.5 ,16.4 ,8.4 ,12.0 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1983,3.1 ,0.6 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 ,0.3 ,0.5 ,1.4 ,2.6 ,4.7 ,7.3 ,9.6 ,14.1 ,20.6 ,18.2 ,11.2 ,13.6 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1984,3.5 ,0.5 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 ,0.2 ,0.7 ,1.5 ,3.0 ,5.1 ,7.5 ,11.5 ,15.4 ,21.1 ,18.5 ,16.7 ,18.4 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1985,3.8 ,1.1 ,0.1 ,0.0 ,0.0 ,0.2 ,0.3 ,0.4 ,0.9 ,0.9 ,2.5 ,4.9 ,7.6 ,11.8 ,16.1 ,19.7 ,24.4 ,24.4 ,21.9 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1986,4.3 ,1.0 ,0.1 ,0.0 ,0.0 ,0.2 ,0.3 ,0.6 ,1.1 ,1.0 ,2.8 ,5.6 ,8.3 ,12.8 ,16.3 ,23.9 ,25.1 ,25.2 ,24.2 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1987,4.6 ,0.8 ,0.0 ,0.0 ,0.0 ,0.2 ,0.3 ,0.6 ,1.2 ,1.3 ,3.1 ,6.2 ,8.6 ,12.4 ,17.6 ,25.2 ,27.2 ,28.2 ,23.7 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1988,5.0 ,0.6 ,0.1 ,0.0 ,0.0 ,0.1 ,0.3 ,0.5 ,1.1 ,1.4 ,3.6 ,6.1 ,9.3 ,13.7 ,18.9 ,25.9 ,26.8 ,30.8 ,24.8 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1989,4.9 ,0.6 ,0.1 ,0.0 ,0.0 ,0.1 ,0.3 ,0.5 ,1.0 ,1.6 ,3.5 ,5.6 ,9.1 ,14.0 ,18.8 ,22.6 ,24.2 ,30.7 ,25.4 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1990,5.6 ,0.8 ,0.1 ,0.0 ,0.0 ,0.0 ,0.3 ,0.4 ,1.1 ,1.7 ,3.7 ,6.1 ,10.6 ,16.1 ,20.2 ,25.3 ,27.6 ,33.4 ,25.7 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1991,5.8 ,0.6 ,0.1 ,0.1 ,0.1 ,0.2 ,0.1 ,0.5 ,1.2 ,2.4 ,3.4 ,6.4 ,11.2 ,15.5 ,20.4 ,24.1 ,28.9 ,34.3 ,25.6 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1992,6.2 ,0.5 ,0.1 ,0.1 ,0.1 ,0.3 ,0.2 ,0.6 ,1.3 ,3.0 ,3.0 ,6.5 ,12.0 ,16.1 ,21.6 ,25.2 ,28.9 ,32.8 ,30.1 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1993,6.6 ,0.5 ,0.1 ,0.1 ,0.1 ,0.3 ,0.2 ,0.6 ,1.2 ,3.4 ,3.3 ,6.8 ,12.8 ,16.0 ,22.1 ,26.5 ,30.8 ,32.4 ,30.2 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1994,6.8 ,0.6 ,0.1 ,0.1 ,0.0 ,0.2 ,0.1 ,0.6 ,1.4 ,3.1 ,3.9 ,7.1 ,11.2 ,16.5 ,22.5 ,28.3 ,31.7 ,31.8 ,32.3 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1995,7.3 ,0.7 ,0.2 ,0.1 ,0.1 ,0.1 ,0.1 ,0.5 ,1.2 ,2.8 ,4.9 ,7.7 ,10.8 ,16.0 ,23.1 ,29.5 ,35.1 ,36.3 ,35.6 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1996,7.7 ,0.6 ,0.2 ,0.1 ,0.1 ,0.1 ,0.2 ,0.6 ,1.4 ,3.0 ,5.6 ,7.4 ,9.8 ,16.5 ,24.5 ,30.1 ,34.6 ,39.1 ,37.9 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1997,7.7 ,0.6 ,0.2 ,0.0 ,0.0 ,0.2 ,0.2 ,0.6 ,1.2 ,3.3 ,5.3 ,6.6 ,9.5 ,15.8 ,23.4 ,30.9 ,31.9 ,39.1 ,38.5 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1998,8.0 ,0.5 ,0.1 ,0.0 ,0.0 ,0.2 ,0.2 ,0.7 ,1.3 ,3.5 ,5.2 ,7.1 ,9.9 ,16.0 ,22.2 ,32.0 ,31.9 ,40.8 ,39.4 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,1999,8.4 ,0.8 ,0.0 ,0.1 ,0.0 ,0.3 ,0.2 ,0.9 ,1.5 ,3.4 ,4.7 ,7.7 ,10.6 ,16.1 ,22.7 ,34.2 ,35.1 ,40.5 ,39.5 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,2000,8.5 ,0.7 ,0.1 ,0.1 ,0.0 ,0.2 ,0.2 ,0.8 ,1.5 ,3.3 ,4.7 ,8.1 ,10.7 ,15.6 ,23.0 ,31.6 ,37.6 ,38.2 ,37.2 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,2001,9.5 ,0.8 ,0.3 ,0.1 ,0.0 ,0.3 ,0.3 ,0.8 ,1.5 ,2.8 ,4.8 ,9.4 ,11.5 ,16.6 ,27.1 ,33.6 ,42.7 ,36.7 ,37.9 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,2002,9.6 ,0.5 ,0.3 ,0.0 ,0.1 ,0.2 ,0.4 ,0.6 ,1.3 ,3.2 ,4.8 ,8.9 ,12.5 ,15.9 ,25.8 ,32.4 ,39.9 ,41.2 ,41.7 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,2003,10.1 ,0.5 ,0.2 ,0.1 ,0.1 ,0.4 ,0.6 ,0.6 ,1.1 ,3.5 ,4.7 ,9.9 ,12.9 ,16.5 ,24.1 ,34.3 ,40.0 ,44.8 ,43.2 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,2004,10.8 ,0.8 ,0.1 ,0.0 ,0.1 ,0.3 ,0.3 ,0.9 ,1.3 ,2.8 ,7.4 ,10.3 ,14.0 ,17.2 ,24.6 ,37.3 ,41.2 ,41.9 ,42.2 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,2005,11.5 ,0.6 ,1.0 ,0.0 ,0.2 ,0.1 ,0.6 ,0.5 ,1.3 ,4.3 ,5.2 ,10.6 ,15.4 ,17.1 ,28.1 ,40.9 ,41.6 ,41.8 ,40.6 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,2006,11.7 ,0.4 ,0.2 ,0.2 ,0.0 ,0.0 ,0.4 ,0.7 ,1.8 ,3.5 ,5.7 ,9.1 ,14.9 ,19.7 ,25.7 ,38.6 ,42.3 ,44.7 ,43.9 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,2007,13.3 ,0.5 ,0.1 ,0.1 ,0.0 ,0.0 ,0.2 ,1.0 ,2.1 ,3.6 ,7.7 ,11.9 ,16.1 ,21.5 ,27.3 ,38.8 ,48.8 ,51.2 ,52.4 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,2008,14.7 ,0.8 ,0.0 ,0.1 ,0.1 ,0.1 ,0.3 ,0.9 ,3.0 ,4.7 ,8.4 ,13.5 ,18.2 ,24.6 ,27.9 ,43.6 ,53.4 ,49.8 ,54.1 
腎・尿路（膀胱除く）,C64-C66 C68,男女計,2009,15.3 ,0.7 ,0.1 ,0.1 ,0.0 ,0.3 ,0.6 ,1.5 ,2.6 ,4.3 ,7.9 ,12.4 ,18.5 ,25.3 ,31.2 ,43.2 ,53.9 ,56.1 ,52.5 
